Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Very shame Straits Times to use the picture that wasn't from the event. Photos No.1 2 4 are not Myanmar people Don't spread incorrect news,2/2/21,21,Tracetogether,26,2,-11.14096035,4,0,0,7.528648052,1,0,0
It is a shame that the media is so popular that they are misrepresenting the people of Burma by covering both the peaceful protest of the Burmese people in the past and Thai protests in the past. This media has trampled on Burmese people who need help and misled others.,2/2/21,50,Tracetogether,50,2,-9.81087034,9,2,0,4.997752953,0,0,0
"I'm sure the first, second and fourth pictures are not from the myanmar protesters. These pics are from the last time where Thai people protest their government just a few months ago. Plz don't use false picture cuz we are staying at home and not protesting with violent yet. If u post like those twisted news, we can't trust The Straits Time anymore. Shame on you. #stopspreadingfalserumors",2/2/21,63,Tracetogether,66,3,-11.19589742,9,2,2,2.941989296,0,0,1
"I don't understand, what do they wish to happen by protesting?",2/2/21,10,Tracetogether,11,1,-9.954267134,6,0,0,258.4817887,4,0,0
We and the majority of Myanmar citizens took part in the previous election and voted to the party led by our leader we believed...  We were not being forced to vote for specific person or party before or on the voting day. We believe it is the same for the majority of Myanmar citizens and the election  provided the result that majority of Myanmar citizens wanted.  Did the majority of Myanmar citizens take part in the recent protests about the election result?  What are the conditions to meet the declaration of the state of emergency?   Is the current situation enough to declare the state of emergency?   #Save_Myanmar 🇲🇲 #Save_Burma 🇲🇲 #We_need_democracy,2/2/21,106,Tracetogether,106,4,-9.737239496,17,3,2,2.267927623,0,0,1
"You have some wrong informations. So you should search truth information about us. We do not take to the streets to express our will. This is not to say that we accept it.We intend to follow Gandhi's path.  That is''peaceful protest''.  So you guys don't distribute wrong information. Or we will say like '' You guys are negative''.So,delete this wrong information. We will waiting to see your actions.",2/2/21,65,Tracetogether,71,3,-10.7659196,16,0,7,5.748838574,1,1,0
Shame on you The Straits Times! Photo 1/2/4 are clearly not Burmese people protesting due to the military coup. It’s obviously a different protest in Thailand. Focus on accuracy and fact checking!,2/2/21,32,Tracetogether,34,2,-11.04094253,2,1,1,4.696090851,0,0,0
"These photos are not Myanmar people.  Yesterday, there is a clash between Thai organizers and Thai police. Myanmar people in Thailand avoid riots during demonstrations. Credit",2/2/21,26,Tracetogether,26,2,-11.39461374,2,1,0,4.141170175,0,0,0
"Pic 1,2,4 are false. Those are the pictures from their own country protests.  The media is mixing up the pictures. Myanmar people are on the verge of poverty and darkness because of the unlawful dictatorship. Please do not ignore and misunderstand the situations in Myanmar.",2/2/21,44,Tracetogether,47,2,-10.33796171,9,2,0,4.793402477,0,0,0
Should research and check your ground right source before pressing as a news. This is very misleading information and messages to everyone. Most of the pictures were not taken from the current events! Our citizens in overseas only protest peacefully in every event. #STOP Spreading misleading information and news about Myanmar!,2/2/21,50,Tracetogether,50,2,-10.5882942,6,3,1,3.60491481,0,0,1
"shame on you "" the strait time"". U should research before posting the news what is fake or real. We, myanmar citizen protested peacefully in other countries yesterday. The news you posted is the edited ones. Don't make our people to be blamed by the world.",2/2/21,44,Tracetogether,45,2,-10.26851791,9,1,3,4.524753097,0,1,0
"Dear international friends,🇲🇲🇲🇲🇲🇲  In our country Myanmar, the military has detained our elected democratic government, party leaders and political activists. This is a breach of democracy in the nation. National television channels, some phone services and internet services are cut out nationwide.Please be aware of what is happening in Myanmar right now and support us. This is against the will of citizens. They are using weapons to shut us out.  We, people from Myanmar need urgent ATTENTION and ACTION from the people, governments around the WORLD. Myanmar military is repeating the ugliest history of conducting a coup over unfounded, false claims of vote fraudulent... Myanmar army has coup the Nation and announced to be in power for a year. We need to let the world to know that this is not our choice.   For International friends, please help us in anyway you can. Let the world know by sharing this message.  #Myanmarcoup  #myanmar_military_coup #save_myanmar #Myanmar 🇲🇲",2/2/21,150,Tracetogether,152,4,-10.55826542,30,4,5,1.08494587,0,0,1
"The Straits Times Big shame on you 👎👎👎👎👎 you all should be ashamed of yourself for spreading  misleading news in time like this, for your (so called) alliance country .  I got nothing but Zero Respects for YOU people.",2/2/21,37,Tracetogether,37,2,-11.01731567,5,1,4,4.277923393,0,1,0
"Guys, these pictures are definitely not Myanmar people. We, as the people who are experiencing this, know exactly what's going on and it's not like this. Check the resources before you trust something:))",2/2/21,31,Tracetogether,33,2,-9.992695125,7,1,1,9.664055563,1,0,1
This is false news and fake information. Shame on you Straits Time. Pls get the correct information and correct the news. Myanmar People in all country following the residing country rules. There were no such protests.,2/2/21,36,Tracetogether,36,2,-10.47207843,7,2,1,4.954713568,0,0,1
The military seized power yesterday.  We stayed at home and protested peacefully.,2/2/21,12,Tracetogether,12,1,-10.87126523,2,1,0,22.34082397,3,0,0
"The 1st,2nd &  4th photos are not myanmar people !!  Stop spreading incorrect news Shame on you the straits times",2/2/21,16,Tracetogether,19,1,-12.41859587,2,0,1,8.790257254,1,0,0
"We don't want riots.We are peacefully opposing injustice and just seeking help.Don't seek attention with false information and wrong photos.No wonder you don't understand,since you are not feeling it yourself.But you can empatheize with people who are really in trouble if you still have a human consciousness.Even if you can't help it,don't say bad things about people who are really in trouble.Please be HUMAN!!! We just need help from you and the world. Shame on you The Straits Times.",2/2/21,72,Tracetogether,87,3,-10.696088,19,6,5,4.432526356,0,0,1
"Shame on you The Straits Time. You should review the sources of pics. We, Myanmar people were limited the numbers of protesters to have the permit for the protest. Shame on You 👎👎👎",2/2/21,32,Tracetogether,32,2,-9.994516503,5,0,1,4.985475839,0,1,0
Loll Thai government is shameless as ever. That picture are not all Myanmar also Thailand's people who are protesting their gonvernment This is the twice they blame Myanmar.  One was in covid and now .Thai goverment  already lost their democracy right.,2/2/21,40,Tracetogether,41,2,-11.85258857,8,2,0,4.324704803,0,0,0
"I dont know why The Straits Times always goes extramile to provide false information on most of the news related to Myanmar affairs!!! .All these photos described here are obviously mixed up with Thai protesters during the previous Thai Protests and Burmese protesters in front of Myanmar Embassy. Pic No: 1,2 and 4 are not burmese protestors !!! Why must you, as a reputable New Media provides such a misleading information to everyone around the world. We are already under too much pressure due to Military Coup 😔 and you are creating such a unnecessary tension between Myanmar and the rest of the world. Very Much Disappointment !  Crd",2/2/21,104,Tracetogether,107,4,-11.38423457,11,3,2,1.712083637,0,0,1
"We all need your help right now. We are not protesting. We are just showing off you all our pain. We all always yell about Humanity. This is the time you all show off your empathy and sympathy to world. Let's show off your Humanity. We as Myanmar Citizens need your helps, the world power.   #Reject_the_Military  #SaveMyanmar #we_all_need_theworldpower",2/2/21,54,Tracetogether,55,3,-10.83866479,10,1,7,5.302821091,1,0,0
"You have some wrong informations. So you should search truth information about us. We do not take to the streets to express our will. This is not to say that we accept it.We intend to follow Gandhi's path.  That is''peaceful protest''.  So you guys don't distribute wrong information. Or we will say like '' You guys are negative''.So,delete this wrong information. We will waiting to see your actions.",2/2/21,65,Tracetogether,71,3,-10.7659196,16,0,7,5.748838574,1,1,0
It's even more embarrssing for you talk about history of Burma without knowing the history of Burma. It is not because of our demonstration leader that the Rohingya were killed and left homeless. Shame on you The Straits Times media.,2/2/21,39,Tracetogether,40,2,-10.47631902,7,1,3,5.302821091,1,0,0
"This is a false news. They are not Myanmar People We, Myanmar people don't protest in this way.  This is a big misunderstanding  Shame on you The Straits Times",2/2/21,28,Tracetogether,29,2,-10.2023713,6,0,2,6.693016508,1,0,0
"#ShameOnYou_The_Straits_Times for spreading false news!!! To all those who are reading, beware that these photos uploaded in this post have been mixed and matched from different countries's riots to mislead readers.",2/2/21,29,Tracetogether,30,2,-11.90036939,8,1,0,8.790257254,1,0,0
It's very shame for printed media believed such kind of wrongful sources and not telling full story about Myanmar.Shame on u guys! Other people who's trying to say violence protests didnt happened or did by myanmar citizens. We r asking for help from other democratic countries for the purpose of releasing our president and our leader Daw Aung San Su Kyi from military government and help us from military coup.Bless u all!❤ #SaveMyanmar ,2/2/21,68,Tracetogether,74,3,-11.93827417,12,3,2,2.266441671,0,0,0
"Dear people from all nations, We are very sorry if it is disturbing you. But we really need help to protect our rights.  #WeVotedNLD for our Democracy and always disliked both the speech and act of the military. We people have been against the despicable acts of the military and this time we think they(the military leaders) get what they deserve. They are not getting away with everything they have done over the years.  #HelpUs #HelpMyanmar🇲🇲 #SavePeace🕊️ We truly appreciate your help.",2/2/21,79,Tracetogether,79,3,-10.258216,16,3,6,3.431351714,0,0,0
It has been two days since the Burmese military took power from a democratic government.The people are peacefully opposing the coup government. Internationals called on the international community to put pressure on the coup Burmese Military.🇲🇲🇲🇲🇲🇲,2/2/21,35,Tracetogether,37,2,-10.54930293,7,0,0,5.798671731,1,0,0
