,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
48,8 Korean BBQ Shaw,2474743489721007034,2020-12-29 09:00:34,8koreanbbqshaw,"Photo by 8 Korean BBQ Shaw on December 29, 2020. May be an image of 2 people.","• End this year with a bang by booking a table with us at 𝟵𝟬𝟭𝟴 𝟵𝟮𝟭𝟮 now! •⁣
⁣
We're nearing the end of 2020. It's been a trying year, but with all your support, we have definitely persevered.⁣
⁣
Going into the new year, we hope to continue bringing you great food and service, possibly even to outdo ourselves further.⁣
⁣
Let's end the year on a high note by celebrating the highs and acknowledging the lows. Here's to another year of growth!⁣
⁣
#8koreanbbq #8koreanbbqshaw #singaporebbq #singaporefnb #bestfoodsingapore #foodinsing #instafood #foodporn #sgfooddiary #sgfoodtrend #foodgasm #eatoutsg #singaporefoodie #igfood #singaporeinsiders #circuitbreakersg #delicious #foodblogger",8 Korean BBQ Shaw Centre,15,0
49,hourboutiqueSG,2474734155473386904,2020-12-29 08:42:02,hourboutiquesg,"Photo by hourboutiqueSG on December 29, 2020. May be an image of wrist watch.","Steinhart Ocean One
Explorer 39mm
__________________________________
SGD728
____________________________________
#HOURBOUTIQUESG #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,102,3
50,Sarah Froggatt,2474715817103725897,2020-12-29 08:05:36,frogs_photos,"Photo by Sarah Froggatt on December 29, 2020. May be an image of dog and Persian cat.","""Vanilla, why did you push mum off her seat? Can't you see she's tutoring?""

""Titus, I did not push her, she moved to make some room for me. It is a large chair. Just because your bum won't fit on the chair doesn't mean that mine won't either.""

""Vanilla, you're rude. You need to learn some manners.""

""Actually, I'm learning grammar at the moment.""

""Vanilla, you don't need to learn grammar, you're a cat!""

""Then I shall be an educated cat.""

Tutoring from the edge of my seat.

#phase3Singapore #circuitbreakersg #cats #Titusthecheekycat #thingstodowiththecat #tutoring #tutoringonline #singapore",,10,2
51,🌹Yvaine • 欣🎀,2474713398846016991,2020-12-29 08:00:47,mybeautifuljoyy,"Photo by 🌹Yvaine • 欣🎀 on December 29, 2020. May be a closeup of 1 person and hair.","#throwbackto #may2020 #欣2020爱你爱妳 #circuitbreakersg 

Pictured here with make up and in work formal attire; this was the new norm; getting dressed up at home and having interviews/meetings via zoom. This was like the don't know how many interviews i had, after sending in hundreds of job applications. End of interviews responses were almost similar; ""We do not know when we can be back in office, we will still be in touch with you again."".

***

One of my resolutions for 2020 was to get back to workforce after my long hiatus of being out of the working society.

When i first made the decision to be a homemaker 7 years back, i wasn't expecting myself to be ""out"" for so long.

All these years, i did try to ""get out"" of my own current circumstances. It wasn't easy as kids' well-being and matters are always on mind; not easy to let go of a lot when I've been so hands-on with them.

In 2016, i finally stepped out and did some job searching. Was delighted that i managed to get a job offered not long after. However, we had an accidental blessing when I found out i was pregnant with #babygirl, before i signed the offer contract. Employer wasn't accepting towards my pregnancy; pretty much expected; my job offer was withdrawn.

Oh wells... Here comes another year(s) of homemaking life.

After giving birth in 2017, i decided that i should complete my degree prior to going back to workforce; at least i could have a nice portfolio as i upgraded myself during my hiatus off working society.

Another year and two passed; i finished my last paper in Dec 2018 while full-time caring for the youngest at home. Woohoo! So much effort and commitment. I finally made it.

2019 came along and i thot ""yeah yeah!""; No obstruction for me to get a job. Was so looking forward.

As #bigboy advanced into his next stage of life, i thot i can settle him a little first before i start and focus more on job searching. Who knew just into the first Saturday of 2019, i had that freaky accident at home that left me handicapped for a few months. WHAT! Then physical destruction from head to toes came subsequently; caused by the effect of medications, x-rays etc etc.

(Continued in Comment)",,10,2
52,Ivy Yee,2474675828409989381,2020-12-29 06:46:09,ivyyee,"Photo shared by Ivy Yee on December 28, 2020 tagging @josephineyee. May be an image of food.","🐥午餐食清淡滴。。
#simplecooking #simplelunch #simpleeats #porridge #congee#driedscallop #anchovies #lunchtime #itstuesday #instafood #nomnom #instagood #instagramhub #webstagram #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #circuitbreakersg #day268 #homecookfoodisthebest #instacook",,9,0
53,🌹Yvaine • 欣🎀,2474670369791790805,2020-12-29 06:35:39,mybeautifuljoyy,,"#throwbackto #may2020 #circuitbreakersg 

Music appreciation activity at home; hitting the drum to the bit of the song played. 😂 She seen her brothers doing it and she did the same when songs she likes were being played.

Her then favourite: You're Welcome! from Disney Moana Soundtrack played on Spotify.

Could see that she enjoyed performing. 😍

#劉家小姐 #我家闺女
#aureleiarainie #霓霓
#performerwannabe",,4,0
54,🌹Yvaine • 欣🎀,2474665424187215391,2020-12-29 06:25:28,mybeautifuljoyy,"Photo by 🌹Yvaine • 欣🎀 on December 28, 2020. May be an image of 1 person, eating and food.","#throwbackto #may2020 #circuitbreakersg #18052020

Meanwhile, #BigBoy was tasked to bake his 拿手 pizza as requested by Birthday公.

The delicate effort these boys put in to make the old boy happy.

A pity we couldn't have a celebration gathering for once due to CB. But am sure the Birthday公  would love and enjoy the delicacy his grandsons prepared for him upon his requests.

#劉家男孩 #我家大宝 
#ashwinjulian #乐乐
#公公的生日
#homemadepizza",,6,2
55,Ivy Yee,2474641981685106464,2020-12-29 05:38:54,ivyyee,"Photo by Ivy Yee on December 28, 2020. May be an image of dessert and fruit.","🐥今日嘅早餐：颜色鲜艳🉐Drâgonfruit Böwl
#dragonfruitbowl#myfav #healthyfood #superfood #yummylicious #thumbsup #sogood #cherries #raspberry #blueberry #almonds#itstuesday #breakfasttime #latergram #instafood #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #circuitbreakersg #day268#random",,5,0
56,hourboutiqueSG,2474624073850998719,2020-12-29 05:03:19,hourboutiquesg,"Photo by hourboutiqueSG on December 28, 2020. May be an image of wrist watch.","Seiko Prospex, PADI Solar Chronograph SSC663P1
__________________________________
SGD388
____________________________________
#HOURBOUTIQUESG #seiko #seikoprospex #seikosolar #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,112,0
57,Muiee メイ,2474617569964122077,2020-12-29 04:50:24,muieetoysfoodiary,"Photo by Muiee メイ on December 28, 2020.","昨晩焼いたRussian Bread を朝食に❣️シンガポールのベーカリーにあんまりかほぼ見かけないRussian Bread, マレーシア、台湾や香港のベーカリーには良く買えるんですが、何故かシンガポールでは見えない😂 中国語では”羅宋麵包” と呼んで、その羅宋は上海語発音のRussian から❗️なるほど〜ロシアの赤いボロシチスープも”羅宋湯”と呼んでいて……やっと謎が解けた❗️😆

作り方はそんなに難しく無いが、色んなレシピが有り、今回はシンプルバージョンから試しました〜食感がふわふわで上のバター🧈が香ばしい〜旦那氏も👍 次はサクサク感をしたRussian Breadを作りたいです❣️

昨晩の夕食はSpinach Mushroom Pizza 
キャストアイロンのフライパンで焼くピザは生地がサクサクして美味しい❣️

皆さん良い日を❣️2020年もそろそろ終わり〜Stay Safe & Healthy 💪

昨晚烤好的罗宋面包 🥖

说到罗宋面包 我和老爷都喜歡 然而在這里的Bakery
很难买到 以前越提去JB 很常在Lavendar Bakery买回來 
昨天想到这面包 查看做法後 就試試 
Shaping 还需要多进步 😂 手残 型做的不好
不過味道有像  這recipe 罗宋面包口感是软的 
还不錯  下次试用汤种的方法 

PS: 原来罗宋是上海发音的俄罗斯🇷🇺 😂 又長知识了
难怪以前在马来西亚买这个面包时 奇怪怎么叫罗宋 
那个俄罗斯有名的红红Borcsht 汤 也叫罗宋汤  一直不解
原来是发音的称呼呀！我那多年的谜题 终于解开了～ 😂

㊗️大家 幸福平安 Happy Holidays

#circuitbreakersg 
#StayAtHome
#SGUnited
#今天吃什麼？
#明天吃什麼呢？
#instalife #pandemic2020 #singapore #circuitbreakersg #シンガポール暮らし #コロナウイルスが早く終息しますように #お家カフェ #russianbread #羅宋麵包 #羅宋パン",,38,4
58,Singapore Scenery 2020,2474562176421055089,2020-12-29 03:00:20,sgscenery2020,"Photo shared by Singapore Scenery 2020 on December 28, 2020 tagging @kevinliuphotography. May be an image of sky and buildings.","Submission by: Kevin Liu (@kevinliuphotography)

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,35,0
59,Cheah PH,2474475654866182871,2020-12-29 00:08:26,c88_discovery,"Photo by Cheah PH on December 28, 2020. May be an image of vehicle and tree.","#齐心抗疫
#DisipinDiri
#新冠肺炎
#bebasCovid19
#Cegahcovid19
#kitajagakita
#stopcovid19
#c88discovery 
#mco
#emco
#疫情下的小確幸
#疫情快點結束吧
#疫情下的生活
#疫情退散
#decemberdailymemories
#cmco
#igsg
#newyear2021 
#endofdecember 
#momentnegaraku
#time 
#時間
#emco
#thrive
#newjob
#newyear
#newnormal
#coronavirus
#circuitbreakersg
#december
#tuesdayvibes 

29/12/20",,4,0
60,【仪日行】michelle chia,2474327329351737249,2020-12-28 19:13:44,michellechiaofficial,"Photo by 【仪日行】michelle chia on December 28, 2020. May be a closeup of 1 person and flower.","When the fringe looks like drawn curtains in the mornings 🙄 
你们喝水了吗？ 

#throwback #circuitbreakersg #cutmyownbangs",,805,18
61,INONE Story,2474203412139343020,2020-12-28 15:08:24,inone.story,,"When the entire world goes into a holiday frenzy, it feels as if we cannot be anything but happy. 🥲⁣
⁣
We are bombarded with ads of smiling families feasting on Christmas goodies, our social media feeds are filled to the brim with festive greetings, and holiday music seems to blare from every available loudspeaker. ⁣
⁣
Everyone seems so 𝘨𝘳𝘢𝘵𝘦𝘧𝘶𝘭 and 𝘵𝘩𝘢𝘯𝘬𝘧𝘶𝘭, and it feels almost sinful not to partake in the celebrations wholeheartedly. ⁣
⁣
But, we know that isn’t the reality. ⁣
⁣
For some of us, the holidays are a great source of pain - a sobering reminder of 𝐛𝐫𝐨𝐤𝐞𝐧 𝐝𝐫𝐞𝐚𝐦𝐬, 𝐫𝐞𝐥𝐚𝐭𝐢𝐨𝐧𝐬𝐡𝐢𝐩𝐬, 𝐚𝐧𝐝 𝐟𝐚𝐦𝐢𝐥𝐢𝐞𝐬. To others, it is the absence of what once was. Sometimes, the grandness of the  hustle and bustle makes us feel small and insignificant; a lonely blink amidst a vast backdrop.👤 ⁣
⁣
2020 has been 𝘲𝘶𝘪𝘵𝘦 𝘵𝘩𝘦 𝘺𝘦𝘢𝘳 hasn’t it? ⁣
⁣
As the year comes to a close, this is a reminder that we are not alone. No matter how dark the year has been, there are people who know too well the struggles you go through.⁣
 ⁣
You are 𝘯𝘰𝘵 𝘢𝘭𝘰𝘯𝘦. ❤⁣
⁣",,19,1
62,Destinie Wong,2474180814158518396,2020-12-28 14:22:38,destinie2435,"Photo shared by Destinie Wong on December 28, 2020 tagging @agneskahling. May be an image of food.","Such a meaty and sumptuous dinner after visited USS. We order half roast Irish duck, dumpling soup, Caesar salad with duck liver terrine, deep fried duck tongue, and spaghetti for 2 adult, 1 kid. 

#circuitbreakersg #dineout #staycationsg #rwsdining #irishroastduck #caesarsalad #duckliverterine #deepfriedducktongue",Duckland Resorts World Sentosa,65,1
63,Ivy Yee,2474162401660676265,2020-12-28 13:46:03,ivyyee,"Photo shared by Ivy Yee on December 28, 2020 tagging @josephineyee. May be an image of drink.","🐥今晚同我🏠大小姐 @josephineyee 撑台脚。。
#level33singapore #level33#dinnertime #sisterslove #nomnom #foodie#foodporn #foodstagram #instafood #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #webstagram #circuitbreakersg #day267#yummylicious #instadrink #mojito",LeVeL33 Craft-Brewery Restaurant & Lounge,10,0
64,Ivy Yee,2474161219781445385,2020-12-28 13:43:42,ivyyee,"Photo shared by Ivy Yee on December 28, 2020 tagging @josephineyee. May be an image of food.","🐥今晚同我🏠大小姐 @josephineyee 撑台脚。。
#level33singapore #level33#dinnertime #sisterslove #nomnom #foodie#foodporn #foodstagram #instafood #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #webstagram #circuitbreakersg #day267#yummylicious",LeVeL33 Craft-Brewery Restaurant & Lounge,6,0
65,Susucre,2474135595679231125,2020-12-28 12:52:48,susucre_cakes,"Photo by Susucre on December 28, 2020. May be an image of 1 person and cake.",Santa Claus is coming to town ... cake by www.susucre.net,,23,1
66,hourboutiqueSG,2474054969578620338,2020-12-28 10:12:36,hourboutiquesg,"Photo by hourboutiqueSG on December 28, 2020. May be an image of wrist watch.","Seiko Prospex, Urban Safari Beige
Japan Domestic Model

Tuna, Automatic
SBDY059
__________________________________
SGD688
____________________________________
#HOURBOUTIQUESG #michelherbelin #herbelin #madeinfrance #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,120,0
67,Cat Chong,2474042798810272489,2020-12-28 09:48:26,marbledmayhem,"Photo shared by Cat Chong on December 28, 2020 tagging @wwyart. May be an image of text that says 'Pandemic Time walking.th (7am) bytodloy 12 11 10 தமிழா 2"" 9 3- Tmpkokpor.gm www.wk.ominyaftilk 5 Pandemic Time is a collection of 24 diptychs, each representing one hour of the day, and each paired with a poem contributed by one of 24 Singaporean poets. Each artwork consists of long exposure of exactly one hour, and a multi-exposure of 60 photographs taken every 60 seconds over the same hour.'.","Happy publication day to @wwyart’s Pandemic Time!
A collaborative project that brings together 24 poets working in Singapore to write through each hour of the day in response to time, which has become innumerable in this ridiculous year. As the first poem I’ve had published in Singapore, it’s a delight and a privilege to be included here alongside friends.

The poems and recordings are available at https://pandemictime.org.

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#singapore #poetry #collaboration #art #time #pandemic #2020 #hours #light #day #night #visual #poetrycommunity #covid_19 #diptych #hour #lockdown #circuitbreakersg #collective #phase3 #installation #poets #artwork #publication #wwy #covid #newwork #pandemictimes #tempo #temporal",,57,5
