,Unnamed: 0,name,comment,processed_text,demojize_text
73,26,aliciatan4,"The measures fail. Fight COVID 19 with the correct weapon, our unharmed immune system!🇸🇬","['measur', 'fail', 'fight', 'covid', 'correct', 'weapon', 'unharm', 'immun', 'system']","The measures fail. Fight COVID 19 with the correct weapon, our unharmed immune system!:Singapore:"
74,27,cookiedan82,What about chiropractic?,['chiropract'],What about chiropractic?
75,28,jesperlau98,🙂,[],:slightly_smiling_face:
76,29,singaporeslingsandthings,You’d think the measures were lifted today at Vivo... more than 70% of people there were in couples or groups of 2-3 adults queuing and walking together. The q at marks and Spencer’s took twice the time because no one was complying 😔,"['think', 'measur', 'lift', 'today', 'vivo', 'peopl', 'coupl', 'group', 'adult', 'queu', 'walk', 'togeth', 'q', 'mark', 'spencer', 'took', 'twice', 'time', 'one', 'compli']",You’d think the measures were lifted today at Vivo... more than 70% of people there were in couples or groups of 2-3 adults queuing and walking together. The q at marks and Spencer’s took twice the time because no one was complying :pensive_face:
77,30,themajesticmichael,@xiuyanccxy your tcm,['tcm'],@xiuyanccxy your tcm
78,31,_chris0809,Be patient be safe# not too soon,"['patient', 'safe', 'soon']",Be patient be safe# not too soon
79,32,noorcherima,👍,[],:thumbs_up:
80,33,ka_king_ak,👏🏻👏🏻👏🏻,[],:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
81,34,jokejokeboy,Hi I dk if you will listen or see my comments but I hope you will take this to consideration. Yes is good to open and losen thing up but what if there is some one who is a carrier of Covid then is still unknown? And I hope we could do a testing for our people as well instead of focusing on just the forgien workers,"['hi', 'dk', 'listen', 'see', 'comment', 'hope', 'take', 'consider', 'ye', 'good', 'open', 'losen', 'thing', 'one', 'carrier', 'covid', 'still', 'unknown', 'hope', 'could', 'test', 'peopl', 'well', 'instead', 'focus', 'forgien', 'worker']",Hi I dk if you will listen or see my comments but I hope you will take this to consideration. Yes is good to open and losen thing up but what if there is some one who is a carrier of Covid then is still unknown? And I hope we could do a testing for our people as well instead of focusing on just the forgien workers
82,35,we_love_pap,👍👍👍,[],:thumbs_up::thumbs_up::thumbs_up:
83,36,aliciatan4,"A fool and the money are soon parted to the filthy rich pharmaceutical companies! Read this excerpt dated July 17, 2012  Vaccines Are Causing Mutations That May Jeopardize The Health of Future Generations Vaccines are causing an unprecedented number of mutations creating superbugs and potent viruses and bacteria that may eventually threaten future generations and humanity itself. Evidence continues to mount from the scientific community who now admit that certain vaccines are in-fact causing both viral and bacterial mutations. Ironically, the same researchers assert that ""better"" vaccines are needed to offset the rise in persistent mutations.🇸🇬","['fool', 'money', 'soon', 'part', 'filthi', 'rich', 'pharmaceut', 'compani', 'read', 'excerpt', 'date', 'juli', 'vaccin', 'caus', 'mutat', 'may', 'jeopard', 'health', 'futur', 'gener', 'vaccin', 'caus', 'unpreced', 'number', 'mutat', 'creat', 'superbug', 'potent', 'virus', 'bacteria', 'may', 'eventu', 'threaten', 'futur', 'gener', 'human', 'evid', 'continu', 'mount', 'scientif', 'commun', 'admit', 'certain', 'vaccin', 'caus', 'viral', 'bacteri', 'mutat', 'iron', 'research', 'assert', 'better', 'vaccin', 'need', 'offset', 'rise', 'persist', 'mutat']","A fool and the money are soon parted to the filthy rich pharmaceutical companies! Read this excerpt dated July 17, 2012  Vaccines Are Causing Mutations That May Jeopardize The Health of Future Generations Vaccines are causing an unprecedented number of mutations creating superbugs and potent viruses and bacteria that may eventually threaten future generations and humanity itself. Evidence continues to mount from the scientific community who now admit that certain vaccines are in-fact causing both viral and bacterial mutations. Ironically, the same researchers assert that ""better"" vaccines are needed to offset the rise in persistent mutations.:Singapore:"
84,37,js75dpvb,👍🏻,[],:thumbs_up_light_skin_tone:
85,38,my.x.tina,"Too soon, too fast! It is not safe yet!","['soon', 'fast', 'safe', 'yet']","Too soon, too fast! It is not safe yet!"
86,39,werkdone,we should continue the practice of social distancing and temperature taking even after C.B has been lifted!,"['continu', 'practic', 'social', 'distanc', 'temperatur', 'take', 'even', 'lift']",we should continue the practice of social distancing and temperature taking even after C.B has been lifted!
87,40,j04nn32k4,will there be anything for students and adults who may need to refill stationery (especially graduating cohorts) since popular closed 4 weeks ago and other stationery shops also closed?,"['anyth', 'student', 'adult', 'may', 'need', 'refil', 'stationeri', 'especi', 'graduat', 'cohort', 'sinc', 'popular', 'close', 'week', 'ago', 'stationeri', 'shop', 'also', 'close']",will there be anything for students and adults who may need to refill stationery (especially graduating cohorts) since popular closed 4 weeks ago and other stationery shops also closed?
88,41,iampablokhan,@cheeriosheroes,[],@cheeriosheroes
89,42,drummerboy4111,Wondering if I can find a job as a university student. I know people may not see this but I'm looking for an internship in any pharmaceutical industry. Available from end June to mid August,"['wonder', 'find', 'job', 'univers', 'student', 'know', 'peopl', 'may', 'see', 'look', 'internship', 'pharmaceut', 'industri', 'avail', 'end', 'june', 'mid', 'august']",Wondering if I can find a job as a university student. I know people may not see this but I'm looking for an internship in any pharmaceutical industry. Available from end June to mid August
90,43,diahayurosita,@kristianir @ollive_ho,[],@kristianir @ollive_ho
91,44,"gov.sg
Verified",Verified,['verifi'],Verified
92,0,dualshocker16,Bubble tea open or not? 🤣🤭,"['bubbl', 'tea', 'open']",Bubble tea open or not? :rolling_on_the_floor_laughing::face_with_hand_over_mouth:
93,1,whereisjing9,@tashaayanaaaa hola,['hola'],@tashaayanaaaa hola
94,2,huii_tingg,Are libraries open?,"['librari', 'open']",Are libraries open?
95,3,kawaii_kawaii_dolls,Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying,"['hey', 'mind', 'say', 'coupl', 'store', 'lp', 'allow', 'oper', 'still', 'oper', 'mind', 'say']",Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying
96,4,vijay.ntt_data,👏👏👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
97,5,lymbelfaith,"Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group.","['updat', 'fdw', 'dh', 'phase', 'alreadi', 'allow', 'go', 'day', 'say', 'yet', 'allow', 'other', 'say', 'mention', 'anyth', 'phase', 'dh', 'still', 'allow', 'go', 'mention', 'maximum', 'social', 'group']","Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group."
98,6,ne0mul0nely,We are still to use masks?,"['still', 'use', 'mask']",We are still to use masks?
99,7,yourmaniacelt0n,👌,[],:OK_hand:
100,8,iggyssw,Can kayak or not at macritchie,"['kayak', 'macritchi']",Can kayak or not at macritchie
101,9,vanessaagibbons,Do we have to wear masks when in restaurants and bars?,"['wear', 'mask', 'restaur', 'bar']",Do we have to wear masks when in restaurants and bars?
102,10,indaiateh,Yayy finally i have been waiting for bubbles tea,"['yayi', 'final', 'wait', 'bubbl', 'tea']",Yayy finally i have been waiting for bubbles tea
103,11,leecs387,👍,[],:thumbs_up:
104,12,nio_wulan,Can't wait 😍 😍😍,"['ca', 'wait']",Can't wait :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
105,13,rashidah_begum,Ikea open or not?,"['ikea', 'open']",Ikea open or not?
106,14,zra_omar,@hafizazhar_____,[],@hafizazhar_____
107,15,khdreay_25,Thank you singapore government..wow 🇸🇬🥰👏👏👏👏👏job well done...🙏 thank you LORD🙏,"['thank', 'singapor', 'govern', 'wow', 'well', 'done', 'thank', 'lord']",Thank you singapore government..wow :Singapore::smiling_face_with_hearts::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:job well done...:folded_hands: thank you LORD:folded_hands:
108,16,plsspreadthis,hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct),"['hi', 'know', 'far', 'abl', 'reach', 'peopl', 'pl', 'help', 'spread', 'awar', 'explain', 'hard', 'pl', 'click', 'acct']",hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct)
109,17,liyanabazilah,can go staycation alrd not hahahah,"['go', 'staycat', 'alrd', 'hahahah']",can go staycation alrd not hahahah
110,18,xuan._.cong,About cyber cafe?,"['cyber', 'cafe']",About cyber cafe?
111,19,keith.wee,Is carpooling to the same workplace allowed ?,"['carpool', 'workplac', 'allow']",Is carpooling to the same workplace allowed ?
112,20,sohdelong,Are we still allow to go back for reservist? Is more then hundred over people.,"['still', 'allow', 'go', 'back', 'reservist', 'hundr', 'peopl']",Are we still allow to go back for reservist? Is more then hundred over people.
113,21,leexy,Midnight madness ah,"['midnight', 'mad', 'ah']",Midnight madness ah
114,22,desireecheww,I suppose the usual while walking and drinking won’t be allowed ?,"['suppos', 'usual', 'walk', 'drink', 'allow']",I suppose the usual while walking and drinking won’t be allowed ?
115,23,"gov.sg
Verified",Verified,['verifi'],Verified
116,24,dualshocker16,Bubble tea open or not? 🤣🤭,"['bubbl', 'tea', 'open']",Bubble tea open or not? :rolling_on_the_floor_laughing::face_with_hand_over_mouth:
117,25,whereisjing9,@tashaayanaaaa hola,['hola'],@tashaayanaaaa hola
118,26,huii_tingg,Are libraries open?,"['librari', 'open']",Are libraries open?
119,27,kawaii_kawaii_dolls,Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying,"['hey', 'mind', 'say', 'coupl', 'store', 'lp', 'allow', 'oper', 'still', 'oper', 'mind', 'say']",Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying
120,28,vijay.ntt_data,👏👏👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
121,29,lymbelfaith,"Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group.","['updat', 'fdw', 'dh', 'phase', 'alreadi', 'allow', 'go', 'day', 'say', 'yet', 'allow', 'other', 'say', 'mention', 'anyth', 'phase', 'dh', 'still', 'allow', 'go', 'mention', 'maximum', 'social', 'group']","Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group."
122,30,ne0mul0nely,We are still to use masks?,"['still', 'use', 'mask']",We are still to use masks?
123,31,yourmaniacelt0n,👌,[],:OK_hand:
124,32,iggyssw,Can kayak or not at macritchie,"['kayak', 'macritchi']",Can kayak or not at macritchie
125,33,vanessaagibbons,Do we have to wear masks when in restaurants and bars?,"['wear', 'mask', 'restaur', 'bar']",Do we have to wear masks when in restaurants and bars?
126,34,indaiateh,Yayy finally i have been waiting for bubbles tea,"['yayi', 'final', 'wait', 'bubbl', 'tea']",Yayy finally i have been waiting for bubbles tea
127,35,leecs387,👍,[],:thumbs_up:
128,36,nio_wulan,Can't wait 😍 😍😍,"['ca', 'wait']",Can't wait :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
129,37,rashidah_begum,Ikea open or not?,"['ikea', 'open']",Ikea open or not?
130,38,zra_omar,@hafizazhar_____,[],@hafizazhar_____
131,39,khdreay_25,Thank you singapore government..wow 🇸🇬🥰👏👏👏👏👏job well done...🙏 thank you LORD🙏,"['thank', 'singapor', 'govern', 'wow', 'well', 'done', 'thank', 'lord']",Thank you singapore government..wow :Singapore::smiling_face_with_hearts::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:job well done...:folded_hands: thank you LORD:folded_hands:
