,Unnamed: 0,Comments,Datetime,num_words
147,151,These photos are not Myanmar people.Myanmar people protest peacefully in foreign.Stop using these twisted photos.,2021-02-02,13
148,152,"Why 'the Straits Times' attack Myanmar with these kind of false information in our most fragile situations?why provide false news?  Shame On You 'the Straits Times'. People from Photo 1,2 and 4 are not BURMESE. IF YOU DON'T BELIEVE US DO RESEARCH YOURSELF DON'T LISTEN TO THIS KIND OF BASELESS INFORMATIONS.",2021-02-02,48
149,153,"Shame on you ,The Straits Times and the people who believe this news. Have you ever heard about ethic.  You are spreading false news and some photos are not from the events. We don't do violence things. All we did is to protect our country, our future and our Mother from Military .",2021-02-02,51
150,154,This is a fake news and wrong photos.Myanmar people protest peacefully in foeign countries.Not like in these photo.Stop spreading false news.,2021-02-02,18
151,155,"#Shame on you, The Straits Times!!! Misleading the readers by using incorrect photos and giving wrong information about Myanmar citizens!!! No responsible media ethics at all!!!!",2021-02-02,25
152,156,"The 1st, 2nd, and 4th photos are not from the real protests. They are wrong photos of course. Shame on you  The Straits Times  for spreading wrong information. 🙂🙂🙂  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader, #Aung #San #Suu #Kyi #government!!!",2021-02-02,25
153,157,Those photos no.  1/2/4 are not Myanmar people. Please reject them and amend with real photos. Myanmar people protest peacefully in foreign countries.  Please stop spreading the news with false photos. Please . 🙏🏻,2021-02-02,31
154,158,I juz want to know how The Straits Times will take responsibility if the ppl who were using violence in these photos are not burmese.#shameonyouthestraitstimes,2021-02-02,25
155,159,"With this blue mark page, please be ethical and do not spread fake news with photos from other countries crisis photo. This is very unprofessional. We don’t even have crisis in Yangon and all the people are trying to show their disagreement on social media. Please be ethical and don’t spread false news. It is a shame. ",2021-02-02,59
156,160,I will report your page for this wrong and false photo description even Myanmar people in difficult situation.,2021-02-02,18
157,161,"some of photos are made up. Myanmar protesters are not doing such things. And sure, in Singapore we do respect the law and citizens. We all want peace and growth. Please try to see the reality and hope you all not supporting false news. And appreciate for kind advices 🙏🙏 we all worrying about our families back there.",2021-02-03,57
158,162,Go protest in your own country and not on other people's land which have nothing to do with the military taking over power .,2021-02-02,22
159,163,You call yourself media?? # GIVE THE RIGHT INFORMATION TO PUBLIC WHILE MANY PEOPLE ARE ALREADY IN TROUBLE  Shame on you  Mixing up with Thai protestors yesterday in front of Myanmar Embassy in Bangkok. There was no violence in protested until riot police came to break up and Thai protestors fought back. https://www.bangkokpost.com/thailand/general/2060835/one-arrest-as-police-break-up-protest-at-embassy,2021-02-02,51
160,164,"Shame on you The Straits Times Stop uploading the false news on this affairs.  False PHOTOS. These photos are not Myanmar people. We Myanmar in foreign countries only protest peacefully yesterday to let all know what is happening in our country. We need your attention, pls seek the true ones.",2021-02-02,50
161,165,"shame on you! . the straits times  your spreading fake news to the world by mixing up pictures from other events ,this all pictures are not from burmese Protesters.  this mix up with thai violence Protester.. be have Ethic.., don’t misleading the informations for your own advantages. We Myanmar people in your country were protesting in peaceful manner .",2021-02-02,58
162,166,"Shame on you The Straits Times!!! Stop uploading the false news on this affairs.  We, Myanmar people are facing very difficult situations currently and being bullied by Burmese army general, Min Aung Hlaing. So pls don’t post fake news if u are not too sure about the situation! ",2021-02-02,49
163,167,"SHAME ON YOU!!!  Being such a popular news , media you should research more about the case before make it into a newsletter. The 1st, 2nd and 4th photos are not Myanmar protesters, they are thai protesters. They get involved to protect the Myanmar protesters because the police came with fully armored uniforms while Myanmar protesters are peacefully protesting in front of Myanmar embassy.",2021-02-02,60
164,168,"Some photos are not Myanmars.. we can't accept that .If you get annoy from our messages, we are really sorry .We just need help from you and the world.",2021-02-02,28
165,169,geez..  similar like US that can't accept the truth.. the military should stand on neutral side...,2021-02-02,15
166,170,Please do confirm the sources of the photos of the events you are going to use in your articles before posting as a media and news website.  Thank you. ,2021-02-02,29
167,171,Shame on you The Straits Times! Misleading the people with false information!,2021-02-02,12
168,172,Very shame Straits Times to use the picture that wasn't from the event.,2021-02-02,12
169,173,"Shame on you The Straits Time. You shouldn't give the wrong pictures. Photo no. 1,2 and 4 are not Myanmar people. As a media, you should give the correct information. Now, your false information leads to the misunderstandings.  You have to be responsible for your false information. You have to cleared the wrong pictures.",2021-02-02,51
