Unnamed: 0,Unnamed: 0.1,id,date,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
83,85,1.28162e+18,11/7/20,0:07:26,"Thank you so much for sharing Joanne, so happy you're happy :) One of my favourite stories of Singapore is this piece; 'Happy Hour'.  Happy weekend and a perfect time for posting.. Stay safe with social distancing…  https://t.co/1rSGk9rILm",[],35,Social Distancing,36,2,-12.567676396207714,3,1,2,3.723688837392939,0,0,0.0
84,86,1.28162e+18,11/7/20,0:06:23,"Thank you so much for sharing Joanne, so happy you're happy :) One of my favourite stories of Singapore is this piece; 'Happy Hour'.  Happy weekend and a perfect time for posting.. Stay safe with social distancing…  https://t.co/d8K8hb1fZA",[],35,Social Distancing,36,2,-12.567676396207714,3,1,2,3.723688837392939,0,0,0.0
85,87,1.28155e+18,10/7/20,19:24:47,"The waiting game continues... #GE2020 polling hours extended to 10pm. (here’s our team at West Coast, being conscious of safe distancing too 😂)  https://t.co/YDdVgCy5Hx",['ge2020'],21,Social Distancing,21,1,-13.20291861578333,5,0,1,5.582319849062408,1,0,0.0
86,88,1.28155e+18,10/7/20,19:15:39,I believe this is the first time ELD had extended the voting time hours to 10pm. This is unprecedented due to the COVID 19 and safe distancing measures. #ge2020,['ge2020'],26,Social Distancing,28,2,-11.066281564691106,5,1,0,5.07953108471369,1,0,1.0
87,89,1.28153e+18,10/7/20,17:51:05,#SingaporeElection  Very well organised Polling Day.  It took 2 minutes to cast a vote.  Hand gloves and sanitizer is provided.  Safe Distancing measures are being followed.  Temperature is being taken.  Well done.  #singaporege2020  #SingaporeVotes #Elections2020  https://t.co/5eAvw9doWs,"['singaporeelection', 'singaporege2020', 'singaporevotes', 'elections2020']",30,Social Distancing,31,2,-13.260116953448376,11,1,0,2.278012270435316,0,0,0.0
88,90,1.28123e+18,9/7/20,22:11:51,"Meet The Temple’s strict Safe Distancing Ambassador who will throw his shield at you if you venture too close. Meanwhile, our new Phase II class schedule is out:  https://t.co/ZlPkkZw2CE…  https://t.co/hI2aZXC3fb",[],29,Social Distancing,28,2,-13.60102565103832,2,1,2,2.933031148842775,0,0,0.0
89,91,1.28114e+18,9/7/20,16:08:23,Safe distancing = fail. Contact tracing = fail. Prioritisation of public health versus superfluous issues = fail.,[],14,Social Distancing,14,1,-13.72514583743852,3,0,0,5.372939979475465,1,0,0.0
90,92,1.28097e+18,9/7/20,4:53:15,"i swear the double standards are annoying. group of more than 5 non complying to safe distancing measures will get fined, but all these PAP rallies and walkabouts going on????¿",[],29,Social Distancing,30,2,-12.005033293517123,9,2,0,5.408315196212942,1,0,1.0
91,93,1.28037e+18,7/7/20,13:17:36,At the mid of Pandemic. 3 reminders.  Wear Mask Safe Distancing Wash hands  #covid19 #tskrealtor,"['covid19', 'tskrealtor']",12,Social Distancing,13,1,-14.905713555747383,1,0,0,4.197650602367688,0,0,0.0
92,95,1.27976e+18,5/7/20,20:42:21,My girlfriend and I was lining up for Swensons at about 8:35pm we saw that there was a barrier in place in the queue entrance. But we assumed that it was because of the safe distancing measures. We didn’t know they were stopping queues at 8:30am. One of the managers came to us..,[],52,Social Distancing,55,3,-10.422262007789726,11,1,3,3.615422287101473,0,0,0.0
93,96,1.27962e+18,5/7/20,11:44:24,Videos of people crowding and cheering their respective parties this #ge2020 makes me worry as the government’s efforts in promoting safe distancing in the interest of curbing #covid19 would go to waste.,"['ge2020', 'covid19']",31,Social Distancing,30,2,-11.878679781835823,8,1,1,4.072720022647803,0,0,1.0
94,97,1.27944e+18,4/7/20,23:45:59,@Clear_Liqueur Just wear mask and safe distancing. We know the science behind covid. There’s no need to be living in fear. It’s rare u catch covid if u r just passing by outdoors.,[],34,Social Distancing,32,2,-12.376767098409609,3,2,0,2.933031148842775,0,0,0.0
95,98,1.2792e+18,4/7/20,8:04:33,Be Strong and Courageous  Don’t be afraid  Don’t be dismayed  For the LORD YOUR GOD Is with you wherever you go Joshua 1:9  Thank you LORD. We’re coming back.  Let’s all stay safe and observe social distancing…  https://t.co/V6i2dGFyUh,[],40,Social Distancing,38,2,-13.183138930938197,10,2,2,4.129902209030461,0,0,0.0
96,99,1.27899e+18,3/7/20,17:41:48,Business as Usual on Polling Day. Limited Seats due to Safe Distancing. Book Your Slots Early. Stay Safe and See You Soon. God Bless. #peacejapanesecuisine #平和日本料理#japanesecuisine #bestjapaneserestaurant #sgfoodies…  https://t.co/9hECkF9KmA,"['peacejapanesecuisine', 'bestjapaneserestaurant', 'sgfoodies']",24,Social Distancing,24,1,-15.272355881318,0,1,2,1.9854471442844024,0,0,0.0
97,100,1.27894e+18,3/7/20,14:48:22,No need to skip just for the rehearsals. We are not gonna celebrate NDP cos of Covid-19 due to safe distancing measures n etc for what do rehearsals. Y’all will die ah if no NDP this year 😒,[],38,Social Distancing,37,2,-12.482676061951476,6,1,0,3.7312694608466614,0,0,0.0
98,101,1.27831e+18,1/7/20,21:01:58,Safe distancing measures  / / Our restaurant is open now for dine-in but we are happy to pack for takeaway.  We are still committed to ensuring the well being of our customers and co-workers. Strict preventive…  https://t.co/Wyz6gUf88e,[],32,Social Distancing,34,2,-12.212341607229567,7,3,3,5.408315196212941,1,0,0.0
99,102,1.27747e+18,29/6/20,13:19:24,SafeEntry Tips and Tricks - How to Create Shortcuts and Use the SingPass App Like a Pro in Singapore   https://t.co/sJpg4FOGNq  #singapore #news #sgnews #safeentry #guide #tips #safedistancing #socialdistancing,"['singapore', 'news', 'sgnews', 'safeentry', 'guide', 'tips', 'safedistancing', 'socialdistancing']",18,Social Distancing,19,1,-16.820559587984018,1,1,0,2.605957448861295,0,0,0.0
100,103,1.2772e+18,28/6/20,19:12:10,"From 1 July, attractions like Singapore Zoo, USS &amp; S.E.A. Aquarium can reopen, but with safe distancing.",[],17,Social Distancing,19,1,-13.101582433459782,2,1,0,4.798253640419634,0,0,0.0
101,104,1.27703e+18,28/6/20,7:51:52,"Wow Singapore! This little ""auto"" mobile is a safe distancing ambassador and surveillance officer in this park.  #COVID19  https://t.co/vGv0D0UllA",['covid19'],17,Social Distancing,17,1,-12.729290455392688,1,1,0,3.7236888373929395,0,0,0.0
102,105,1.27672e+18,27/6/20,11:23:53,"Phase 2 #letstakeawalk 1 - less than 5 of us, safe distancing, brisk walking in cardio zone up and down rolling slopes and those gorgeous views that were well worth starting early for. (Yes, the masks went right…  https://t.co/344QnwFH2f",['letstakeawalk'],33,Social Distancing,37,2,-12.933931542919852,5,1,1,3.723688837392938,0,0,0.0
103,106,1.27657e+18,27/6/20,1:18:58,I practiced #safedistancing the moment I was born.  https://t.co/9pnW95Yhd8,['safedistancing'],7,Social Distancing,7,0,-12.729764788901415,3,0,1,21.85377547518344,3,0,0.0
104,107,1.27507e+18,22/6/20,21:56:44,"Thank you acronis for sending this basket filled with vitamins!  This is a perfect welcome gift to celebrate the opening of Phase 2!  Stay safe, everyone! Remember to practise  safe distancing and don't forget…  https://t.co/Z0rABdKcHm",[],32,Social Distancing,34,2,-12.33742102778606,6,1,1,3.3404997875704794,0,0,0.0
105,108,1.27422e+18,20/6/20,13:49:56,There are more people at Woodlands Polyclinic today. Safe distancing of 1 metre is challenging. But all patients and visitors are mask up to mitigate the risk during COVID 19.,[],28,Social Distancing,30,2,-11.828473281926478,6,1,0,3.474148728211914,0,0,0.0
106,109,1.27392e+18,19/6/20,17:47:59,"PHYSIO IN SESSION NOW!  Featuring more signages around Rehab &amp; Beyond (@gobeyondrehab), here at corecollectivesg Dempsey  #GoBeyondRehab #CoreCollectiveSG #physiotherapy #safedistancing #safeentry #rehab…  https://t.co/qilJw0Jc87","['gobeyondrehab', 'corecollectivesg', 'physiotherapy', 'safedistancing', 'safeentry', 'rehab']",14,Social Distancing,15,1,-18.49444453161894,0,0,0,2.3269316225893433,0,0,0.0
107,110,1.2738e+18,19/6/20,10:03:49,ITS FRIDAY N FINALLY PHRASE 2. ✧*｡٩(ˊᗜˋ*)و✧*｡ MEANS MORE FREEDOM. ε٩( º∀º )۶з BUT REMEMBER PEOPLE DONT FORGET TO PRACTISE SAFE DISTANCING AND  HYGIENE ♡♡  Normal acct @regina_pigsfly  #selfie #wavyhair #wavy #makeup…  https://t.co/r6jhF3sW4Y,"['selfie', 'wavyhair', 'wavy', 'makeup']",21,Social Distancing,29,2,-19.933463451247942,1,3,0,1.5650932370336585,0,0,0.0
108,111,1.27379e+18,19/6/20,9:30:16,Here’s to Phase 2! 🇸🇬  #circuitbreaker #singapore #phase2 #safedistancing @ Singapore  https://t.co/6GGTZ9mQGe,"['circuitbreaker', 'singapore', 'phase2', 'safedistancing']",5,Social Distancing,5,0,-16.656279522536142,1,0,0,10.458498421283293,2,0,0.0
109,113,1.2735e+18,18/6/20,14:21:05,happy - for my sister Christina  oil on canvas  #crcheers #quircsingapore #ownselfoilpainting #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/2e0qwaKaff,"['crcheers', 'quircsingapore', 'ownselfoilpainting', 'safedistancing', 'covid19', 'sisterlove', 'socialdistancing', 'brittoart']",9,Social Distancing,10,0,-18.695170764347164,0,0,1,5.582319849062408,1,0,0.0
110,114,1.27324e+18,17/6/20,21:18:34,"Dear #safedistancing officers , I want to report ,this visitor came to my house uninvited , and never wear mask !  Lucky got observe safe distance ... mmmm... #workfromhome singaporezoologicalgardens want to come n…  https://t.co/qKgYMzvdQQ","['safedistancing', 'workfromhome']",28,Social Distancing,28,2,-13.941914385443148,8,1,2,4.072720022647804,0,0,0.0
111,115,1.27308e+18,17/6/20,10:17:39,@RADeMita There shouldnt be any double teaming this time for safe distancing measures🤣@wojespn,[],12,Social Distancing,12,1,-14.134340221202496,1,0,0,8.157520887733783,1,0,0.0
112,116,1.27252e+18,15/6/20,21:09:00,"This evening, the Multi-Ministry taskforce has announced Singapore’s next phase of recovery will start from 19 June.  #sgunited #covid19 #safedistancing #phase2 #singapore    https://t.co/G9OXWVTf1f","['sgunited', 'covid19', 'safedistancing', 'phase2', 'singapore']",16,Social Distancing,17,1,-15.189510898698662,4,1,0,5.238626789188963,1,0,0.0
113,117,1.27249e+18,15/6/20,19:14:29,Don’t be blown away by the craziness around you! Protect your family by getting #parcelsanta in your condo! #nationwidelockers #safedistancing #covid19 @ The Gale Singapore  https://t.co/SxqaBwAq6G,"['parcelsanta', 'nationwidelockers', 'safedistancing', 'covid19']",21,Social Distancing,20,1,-13.862552032415124,4,0,1,3.723688837392938,0,0,0.0
114,118,1.27217e+18,14/6/20,22:16:58,"Today marks the last day of my temp job as a Safe Distancing Ambassador. I wish I could say the hot sun, 15K average daily steps, sometimes annoying public and business owners, and online…  https://t.co/9FaQKpJ9lc",[],33,Social Distancing,34,2,-12.462541187921095,4,1,2,3.3404997875704803,0,0,0.0
115,120,1.27199e+18,14/6/20,10:14:30,Safe distancing still not possible for many migrants in over crowded dormitories. #MigrantWorkers #singapore #COVID19,"['migrantworkers', 'singapore', 'covid19']",12,Social Distancing,12,1,-13.695437210090073,0,1,0,10.458498421283293,2,0,0.0
116,121,1.27061e+18,10/6/20,14:51:58,Safe distancing.   📸 @singaporemaven   #Singaporemavenphotography #singaporemaven #Singapore #MySingapore #StreetsOfSingapore #uniquelysingapore #covid19 #stayhome #staysafe @ Kallang Riverside Biodiversity Pond &amp;…  https://t.co/2qm7P7AG9I,"['singaporemavenphotography', 'singaporemaven', 'singapore', 'mysingapore', 'streetsofsingapore', 'uniquelysingapore', 'covid19', 'stayhome', 'staysafe']",6,Social Distancing,7,0,-20.41578990158657,0,0,0,3.3404997875704807,0,0,0.0
117,122,1.2705e+18,10/6/20,7:27:55,"Day 9 of phase 1 safe re-opening. Morning glow. #safedistancing @ Woodlands, Singapore  https://t.co/xkJoBdKaCX",['safedistancing'],8,Social Distancing,11,1,-14.713067817570519,1,0,0,6.645015734668394,1,0,0.0
118,123,1.27033e+18,9/6/20,20:05:28,"@GulPanag @kaushikburman Luckily Singapore is an island with 6 million people with a government that means business. They did well, dormitories were an abberation. In Delhi, it will be a disaster and since you can, maybe you should ask people to be vigilant and practice safe distancing strictly 3/",[],45,Social Distancing,47,2,-11.253044694164196,9,1,1,2.6144779731117165,0,1,0.0
119,124,1.26922e+18,6/6/20,18:32:17,“We are sorry that this section is temporarily closed to allow for safe distancing”  https://t.co/53bdsmxMAD,[],14,Social Distancing,14,1,-12.316351848670521,4,0,0,14.314157420613999,2,0,0.0
120,125,1.26883e+18,5/6/20,16:47:15,"inspire - for my sister, Fiona.  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #sisterlove #socialdistancing #brittoart @ Evania  https://t.co/mkjAcT9n89","['crcheers', 'quircsingapore', 'ownselfpaint', 'safedistancing', 'covid19', 'sisterlove', 'socialdistancing', 'brittoart']",6,Social Distancing,7,0,-19.108961845491724,0,0,1,5.58231984906241,1,0,0.0
121,126,1.26797e+18,3/6/20,7:56:56,"@mariozaharah @TODAYonline 2/2 ...have been removed, which makes it necessary to sit two together. This runs contrary to what the authorities are preaching ie stay safe, practice safe distancing. Are you so mad at me that you’ve missed a simple argument? And why? Do I know you?",[],45,Social Distancing,46,2,-11.31318187819396,11,0,3,4.798253640419633,0,0,0.0
122,127,1.26785e+18,2/6/20,23:51:04,"What are you looking forward to when safe distancing measures are eased? The answer is evident from this poll. Majority of us feel the same. Did you have an alternative perspective?  At simplepleacures, we discuss…  https://t.co/9GHE73UP9u",[],35,Social Distancing,35,2,-11.275160650471905,9,1,4,4.072720022647806,0,0,0.0
123,128,1.26779e+18,2/6/20,20:09:35,"in public transport can sit anywhere? then in school must still be "" safe distancing "" ?",[],14,Social Distancing,14,1,-10.699819546905474,2,1,0,14.314157420614,2,0,0.0
124,129,1.26766e+18,2/6/20,11:23:16,7 people charged in court for breaking safe distancing measures at Robertson Quay  https://t.co/5fLoA6lvaI,[],12,Social Distancing,13,1,-13.607641506754279,2,0,0,5.408315196212943,1,0,0.0
125,130,1.2676e+18,2/6/20,7:30:16,Singapore #circuitbreaker has ended. MRT seats do not have safe distancing. Every seats can be taken. But mask is a norm when taking trains. Stay safe everyone.,['circuitbreaker'],26,Social Distancing,26,2,-11.730806008322073,8,1,0,3.5777353393210856,0,0,0.0
126,131,1.26745e+18,1/6/20,21:53:56,"@KittieJangster No need safe distancing already la..today’s news said that..so if we take our own initiative, asyik kena skip a seat every 5 mins! 😂",[],25,Social Distancing,25,1,-13.195668223545235,5,1,2,3.72368883739294,0,0,0.0
127,132,1.26705e+18,31/5/20,19:04:24,love on earth - for my parents  #crcheers #quircsingapore #ownselfpaint #safedistancing #covid19 #oilpainting #socialdistancing #brittoart @ Evania  https://t.co/4gGzs6ehl2,"['crcheers', 'quircsingapore', 'ownselfpaint', 'safedistancing', 'covid19', 'oilpainting', 'socialdistancing', 'brittoart']",7,Social Distancing,8,0,-18.73854079336043,0,0,1,5.582319849062407,1,0,0.0
128,134,1.26563e+18,27/5/20,21:22:54,Day 27: Crowd  Back to the time when safe distancing isn't a thing yet.  https://t.co/IKSQTpBi14,[],12,Social Distancing,14,1,-12.243454579685288,1,1,0,5.582319849062409,1,0,0.0
129,140,1.26406e+18,23/5/20,13:25:18,Barcelona’s Casa Battlo could present a model for museums on intelligent deployment of AR to manage crowds . Crowd control will be critical to ensure safe distancing. Casa Battlo ‘s foresight places it ahead of its times among peers .  https://t.co/ktZtv76SQj,[],39,Social Distancing,38,2,-13.147824523183976,6,0,0,2.1324641746019837,0,0,0.0
