,Threads,Thread Datetime,Comments,Comment Datetime,num_words
152,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Download does not mean use.,2021-02-27 09:02:00,5
153,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,I download but less than within a day Uninstall liao without even using it....  counted?,2021-02-27 09:04:00,15
154,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Ok. If you say so.,2021-02-27 09:05:00,5
155,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Bonus season la. Need 90% for KPI,2021-02-27 09:06:00,6
156,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,I\x92m one that downloaded it but refused to use it then uninstalled it blurwulf wrote: Issued token to 90% population liao means this 90% ppl all will use the token. Posted with HardwareZone Forums app,2021-02-27 09:07:00,33
157,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,He use the words 'join the programme'. Pappies are slimy and like to play with words. joined the Government's digital contact tracing programme,2021-02-27 09:08:00,22
158,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,me & my family must be in the 10% then,2021-02-27 09:09:00,8
159,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Maybe collect or DL app Counts....,2021-02-27 09:10:00,6
161,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Ya I use the token at home. It's never left home.,2021-02-27 09:31:00,10
162,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Wife and I must be the 10% too,2021-02-27 09:34:00,7
164,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,how much bonus do sinkie have to pay for hitting kpi?,2021-02-27 09:37:00,11
165,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,blasterlord2 wrote: Got so many use meh? I myself don't. https://www.straitstimes.com/singapo...ther-programme must see the key words one eligible residents what indicators they using?,2021-02-27 09:38:00,21
166,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Yea... he got 90% support... wah... many happy to use this thing leh... 90% leh... very good responses leh...  very good results... wah... good leg... so supportive...,2021-02-27 09:39:00,25
167,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"hotamp wrote: ok noted, you are from the 10% who doesnt. WhiteAnt wrote: the ministers don't even use that, other than wp that time pritan singh got say wad guess the ministars also part of the 10%",2021-02-27 09:39:00,34
168,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"PeckingBird wrote: Iphone rating currently 2.4 i rated it 1 star. if can give negative 5 stars, i would.",2021-02-27 09:40:00,16
169,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Lies. White lie. Blatant lie,2021-02-27 09:40:00,5
170,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,TT and token redundant leh. I can still use my IC scan go in.,2021-02-27 09:40:00,14
171,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,New Eden wrote: Wife and I must be the 10% too later crown prince not happy pet project le,2021-02-27 09:42:00,18
172,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,PeckingBird wrote: TT and token redundant leh. I can still use my IC scan go in. Dun worry... i think very fast will chut pattern again... wait say only tt... their pattern more than badminton...,2021-02-27 09:42:00,35
173,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"I\x92ve started using it but will kill the app to conserve battery after I leave crowd. TT doesn\x92t have GPS, so technically they cannot map out places I\x92ve gone to that does not require SafeEntry. If they let SafeEntry or TT be an option, I would use TT. But because SafeEntry is compulsory everywhere, my location is registered hence my movement can be mapped. Gov has to decide. Allow people to use SafeEntry or TT , otherwise people won\x92t use TT. Hence MOH shouldn\x92t complain people don\x92t use TT.",2021-02-27 09:48:00,88
174,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,twosix wrote: These people are still living in their own beliefs. people can register for TT but that does not people is using it. They can be leaving the physical token at home while going out or disable the app in their phones. So 90% is actual usage or just registration? Please tell us the truth and dun BS. You seems to have difficulty with reading and comprehension. Have =/= use SG needs more FTs.,2021-02-27 09:48:00,73
175,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Only those NS people la....,2021-02-27 21:16:00,5
176,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"Damn, then I must be the 10% minority",2021-02-27 21:16:00,7
177,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"90% collected or installed doesnt mean 90% using. Ownself gong, ownself song.",2021-02-27 21:17:00,10
178,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"ok lor. since 90% using, no need compulsory",2021-02-27 21:20:00,7
179,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Lol as long as collected he add u into his figure liao. Seriously u go any shopping centre even the aunties also dont use the token Sent from Samsung SM-N960F using GAGT,2021-02-27 21:21:00,31
180,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Lol. Collect doesn't means got use leh. His math fail is it.,2021-02-27 21:21:00,11
181,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,U all jin kumgong. So now they track who not using cfm die hard oppie supporter liao,2021-02-27 21:23:00,17
183,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,demongod wrote: Lol as long as collected he add u into his figure liao. Seriously u go any shopping centre even the aunties also dont use the token Sent from Samsung SM-N960F using GAGT What u talking about. So many aunties and uncles using it already. Many also wear it with lanyard,2021-02-27 21:27:00,51
184,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"I use token, easiest. I let them do the scanning of my token, not i use my handphone to scan. Waste battery. My conscience is clear and i have nothing to worry about.",2021-02-27 21:29:00,33
185,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"Very good response, very high participation rates, like for NS",2021-02-27 21:34:00,10
186,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,blasterlord2 wrote: I think Vivian duo pao only. I doubt the number is that high. May be possible healthcare and construction got normal tracetogether and their work one...,2021-02-27 21:40:00,28
187,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,Take 90% use 90% (I dun think so) 50% or less.,2021-02-27 21:42:00,8
188,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,My tracetogether no battery liao.. and i have no intention to replace the battery,2021-02-27 21:50:00,14
189,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"Can implement mandatory TT liao I go orchard still see young amdks refuse to use TT Still using scanentry, scan then fill in particulars and submit",2021-02-27 21:54:00,26
191,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,"use only for those places that only accept TT. switch off bluetooth immediately after, which makes it useless anyways",2021-02-27 22:00:00,19
193,Vivian said 90% use TraceTogether wor,2021-02-27 22:20:00,He must be dreaming or smoking something \U0001f602,2021-02-27 22:20:00,7
194,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"Quote: Close to nine in 10 eligible residents here have joined the Government's digital contact tracing programme, despite a recent public backlash over privacy and trust issues. About 4.7 million residents have the TraceTogether app or have collected the TraceTogether tokens I wonder out of 4.7million how many actually have the app enabled or bring the token out",2021-02-27 00:34:00,55
195,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,No TT cannot enter many places that's why ppl llst and use it lor.,2021-02-27 00:35:00,13
196,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,ask the chinatown shop family ...,2021-02-27 00:37:00,5
197,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,i mean its mandatory. can we declare victory next with the number of sinkie males doing NS? this 1 is 100% victory. can do bigger celebration.,2021-02-27 00:38:00,24
198,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"Few day back, I went nuh... they like dun bother keep asking nric to scan instead...    even yesterday I accompanied my mom to vaccine also dun bother to ask her show tt, jus ask for her nric to scan ... whereas I use normal safe entry.",2021-02-27 00:38:00,45
200,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"XiaoJinLing wrote: Few day back, I went nuh... they like dun bother keep asking nric to scan instead...    even yesterday I accompanied my mom to vaccine also dun bother to ask her show tt, jus ask for her nric to scan ... whereas I use normal safe entry. Actually use nric scan easier. Most ppl will bring it out too.",2021-02-27 00:39:00,59
203,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,I didn't collect the TT token nor download the stupid app.,2021-02-27 00:41:00,10
204,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,Ownself say ownself shiok only Most ppl around me all never use / leave at home / venues never enforce usage,2021-02-27 00:41:00,19
206,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,If really shops enforce usage... then will really cut down going there...,2021-02-27 00:44:00,12
208,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,QUICK GIVE LARGE BOMUS TO THE DEVS,2021-02-27 00:45:00,7
209,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,Ohayo! wrote: QUICK GIVE LARGE BOMUS TO THE DEVS ah dou give xiao ah dou got conflict of interest?,2021-02-27 00:46:00,19
210,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"success cannot just see using TT which is high of cos , becos go eberywhere need peep peep scan, peep peep scan. but also see the SG the infection very the low compare to U.S. so many infect and also other place many the infectious. So our protect agains tis virus is very strong. Strong not just mask, TT, social listance, but SGrean coopelates and make it working siol. Other prace is belief in aliens give virus or viros is fake sia.",2021-02-27 00:48:00,82
211,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"Well done a not must be said by other people, not your ownself say it \u5c31\u7b97\u6570\u7684.",2021-02-27 01:06:00,15
212,Ownself check ownself declares Trace Together highly successful,2021-02-27 17:34:00,"IceHoneyLemon wrote: Well done a not must be said by other people, not your ownself say it \u5c31\u7b97\u6570\u7684. It's an Uniquely Singapore feature. ownself check ownself, ownself certify ownself, ownself praise ownself",2021-02-27 17:34:00,30
213,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy.",2020-10-27 20:49:00,84
215,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,any pouch that has the rfdi protection should be enough,2020-10-27 20:50:00,10
216,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,If no money then use aluminium foil cover like chocolate wrapper.,2020-10-27 20:51:00,11
217,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Just use tracetogether app, check in, then kill the app in background to prevent bluetooth tracking.",2020-10-27 20:52:00,16
